gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
FAM41AY1	NR_028083	chrY	-	20551155	20566932	20566932	20566932	10	20551155,20551964,20552398,20552879,20553363,20553566,20554330,20554671,20566129,20566774,	20551882,20552186,20552586,20553089,20553457,20553737,20554424,20554800,20566179,20566932,	20551155	20566932	1000
FAM41AY2	NR_028084	chrY	-	20551155	20566932	20566932	20566932	10	20551155,20551964,20552398,20552879,20553363,20553566,20554330,20554671,20566129,20566774,	20551882,20552186,20552586,20553089,20553457,20553737,20554424,20554800,20566179,20566932,	20551155	20566932	1000
TTTY9A	NR_001530	chrY	-	20743091	20752407	20752407	20752407	5	20743091,20749297,20750016,20750491,20752265,	20744234,20749434,20750130,20750592,20752407,	20743091	20752407	1000
TTTY9B	NR_002159	chrY	-	20743091	20752407	20752407	20752407	5	20743091,20749297,20750016,20750491,20752265,	20744234,20749434,20750130,20750592,20752407,	20743091	20752407	1000
TTTY9A	NR_001530	chrY	+	20891767	20901083	20901083	20901083	5	20891767,20893582,20894044,20894740,20899940,	20891909,20893683,20894158,20894877,20901083,	20891767	20901083	1000
TTTY9B	NR_002159	chrY	+	20891767	20901083	20901083	20901083	5	20891767,20893582,20894044,20894740,20899940,	20891909,20893683,20894158,20894877,20901083,	20891767	20901083	1000
LOC101929148	NR_110413	chrY	-	24247838	24293631	24293631	24293631	13	24247838,24249031,24249693,24250010,24251896,24253698,24267430,24268214,24275511,24275905,24286096,24292786,24293430,	24248516,24249149,24249890,24250096,24252232,24253788,24267784,24268333,24275597,24276128,24286237,24293096,24293631,	24247838	24293631	1000
TTTY6	NR_001527	chrY	+	24291111	24292978	24292978	24292978	3	24291111,24291444,24292739,	24291226,24291582,24292978,	24291111	24292978	1000
TTTY6B	NR_002175	chrY	+	24291133	24292981	24292981	24292981	3	24291133,24291444,24292739,	24291226,24291582,24292981,	24291133	24292981	1000
LOC101929148	NR_110413	chrY	+	24585086	24630861	24630861	24630861	13	24585086,24585621,24592478,24602581,24603112,24610376,24610925,24624911,24626467,24628603,24628809,24629550,24630183,	24585287,24585931,24592619,24602804,24603198,24610495,24611279,24625001,24626803,24628689,24629006,24629668,24630861,	24585086	24630861	1000
TTTY6B	NR_002175	chrY	-	24585736	24587584	24587584	24587584	3	24585736,24587135,24587491,	24585978,24587273,24587584,	24585736	24587584	1000
TTTY6	NR_001527	chrY	-	24585739	24587606	24587606	24587606	3	24585739,24587135,24587491,	24585978,24587273,24587606,	24585739	24587606	1000
TTTY17A	NR_001526	chrY	+	24997730	24998862	24998862	24998862	2	24997730,24998756,	24997790,24998862,	24997730	24998862	1000
TTTY17C	NR_002179	chrY	+	24997730	24998862	24998862	24998862	2	24997730,24998756,	24997790,24998862,	24997730	24998862	1000
TTTY17B	NR_002180	chrY	+	24997730	24998862	24998862	24998862	2	24997730,24998756,	24997790,24998862,	24997730	24998862	1000
TTTY4	NR_001525	chrY	+	25082601	25119431	25119431	25119431	4	25082601,25109774,25111654,25118430,	25082762,25109850,25111762,25119431,	25082601	25119431	1000
TTTY4C	NR_002177	chrY	+	25082601	25119431	25119431	25119431	4	25082601,25109774,25111654,25118430,	25082762,25109850,25111762,25119431,	25082601	25119431	1000
TTTY4B	NR_002178	chrY	+	25082601	25119431	25119431	25119431	4	25082601,25109774,25111654,25118430,	25082762,25109850,25111762,25119431,	25082601	25119431	1000
TTTY3	NR_001524	chrY	-	26082873	26087769	26087769	26087769	3	26082873,26085332,26087665,	26082978,26085467,26087769,	26082873	26087769	1000
TTTY3B	NR_002176	chrY	-	26082873	26087769	26087769	26087769	3	26082873,26085332,26087665,	26082978,26085467,26087769,	26082873	26087769	1000
CSPG4P1Y	NR_001554	chrY	-	26329580	26333378	26333378	26333378	2	26329580,26332655,	26329652,26333378,	26329580	26333378	1000
GOLGA2P2Y	NR_001555	chrY	-	26356113	26360978	26360978	26360978	9	26356113,26356279,26356461,26356905,26357414,26358845,26359199,26360670,26360935,	26356197,26356372,26356650,26356994,26357489,26358903,26359551,26360749,26360978,	26356113	26360978	1000
GOLGA2P3Y	NR_002195	chrY	-	26356113	26360978	26360978	26360978	9	26356113,26356279,26356461,26356905,26357414,26358845,26359199,26360670,26360935,	26356197,26356372,26356650,26356994,26357489,26358903,26359551,26360749,26360978,	26356113	26360978	1000
TTTY17A	NR_001526	chrY	+	26631478	26632610	26632610	26632610	2	26631478,26632504,	26631538,26632610,	26631478	26632610	1000
TTTY17C	NR_002179	chrY	+	26631478	26632610	26632610	26632610	2	26631478,26632504,	26631538,26632610,	26631478	26632610	1000
TTTY17B	NR_002180	chrY	+	26631478	26632610	26632610	26632610	2	26631478,26632504,	26631538,26632610,	26631478	26632610	1000
TTTY4	NR_001525	chrY	+	26716348	26753172	26753172	26753172	4	26716348,26743515,26745395,26752171,	26716509,26743591,26745503,26753172,	26716348	26753172	1000
TTTY4C	NR_002177	chrY	+	26716348	26753172	26753172	26753172	4	26716348,26743515,26745395,26752171,	26716509,26743591,26745503,26753172,	26716348	26753172	1000
TTTY4B	NR_002178	chrY	+	26716348	26753172	26753172	26753172	4	26716348,26743515,26745395,26752171,	26716509,26743591,26745503,26753172,	26716348	26753172	1000
TTTY4	NR_001525	chrY	-	27209229	27246039	27246039	27246039	4	27209229,27216880,27218792,27245878,	27210230,27216988,27218868,27246039,	27209229	27246039	1000
TTTY4C	NR_002177	chrY	-	27209229	27246039	27246039	27246039	4	27209229,27216880,27218792,27245878,	27210230,27216988,27218868,27246039,	27209229	27246039	1000
TTTY4B	NR_002178	chrY	-	27209229	27246039	27246039	27246039	4	27209229,27216880,27218792,27245878,	27210230,27216988,27218868,27246039,	27209229	27246039	1000
TTTY17A	NR_001526	chrY	-	27329789	27330920	27330920	27330920	2	27329789,27330860,	27329895,27330920,	27329789	27330920	1000
TTTY17C	NR_002179	chrY	-	27329789	27330920	27330920	27330920	2	27329789,27330860,	27329895,27330920,	27329789	27330920	1000
TTTY17B	NR_002180	chrY	-	27329789	27330920	27330920	27330920	2	27329789,27330860,	27329895,27330920,	27329789	27330920	1000
GOLGA2P2Y	NR_001555	chrY	+	27601457	27606322	27606322	27606322	9	27601457,27601686,27602884,27603532,27604946,27605441,27605785,27606063,27606238,	27601500,27601765,27603236,27603590,27605021,27605530,27605974,27606156,27606322,	27601457	27606322	1000
GOLGA2P3Y	NR_002195	chrY	+	27601457	27606322	27606322	27606322	9	27601457,27601686,27602884,27603532,27604946,27605441,27605785,27606063,27606238,	27601500,27601765,27603236,27603590,27605021,27605530,27605974,27606156,27606322,	27601457	27606322	1000
CSPG4P1Y	NR_001554	chrY	+	27629054	27632852	27632852	27632852	2	27629054,27632780,	27629777,27632852,	27629054	27632852	1000
TTTY3	NR_001524	chrY	+	27874636	27879535	27879535	27879535	3	27874636,27876938,27879430,	27874740,27877073,27879535,	27874636	27879535	1000
TTTY3B	NR_002176	chrY	+	27874636	27879535	27879535	27879535	3	27874636,27876938,27879430,	27874740,27877073,27879535,	27874636	27879535	1000
VAMP7	NR_033714	chrY	+	59213948	59276439	59276439	59276439	7	59213948,59222126,59230781,59233166,59252482,59272370,59274552,	59214117,59222281,59230919,59233257,59252550,59272463,59276439,	59213948	59276439	1000
VAMP7	NR_033715	chrY	+	59213948	59276439	59276439	59276439	8	59213948,59222126,59228291,59230781,59233166,59252482,59272370,59274552,	59214117,59222216,59228349,59230919,59233257,59252550,59272463,59276439,	59213948	59276439	1000
WASIR1	NR_138048	chrY	-	59347234	59349501	59349501	59349501	2	59347234,59349332,	59348296,59349501,	59347234	59349501	1000
DDX11L16	NR_110561	chrY	-	59358328	59360854	59360854	59360854	3	59358328,59360006,59360500,	59359508,59360115,59360854,	59358328	59360854	1000
GTF2IRD2	NM_001281447	chr7	-	74247755	74267872	74247838	74251500	3	74247755,74251401,74267662,	74248066,74251505,74267872,	74247755	74267872	1000
DMRTC1	NM_033053	chrX	+	72064875	72068636	72064969	72068209	6	72064875,72065332,72065705,72066718,72066963,72068096,	72065033,72065391,72065839,72066779,72067111,72068636,	72064875	72068636	1000
DMRTC1	NM_033053	chrX	-	72091858	72095622	72092285	72095528	6	72091858,72093383,72093715,72094658,72095106,72095464,	72092398,72093531,72093776,72094792,72095165,72095622,	72091858	72095622	1000
HSFY1	NM_033108	chrY	+	20708573	20710478	20708673	20710357	2	20708573,20709664,	20709186,20710478,	20708573	20710478	1000
HSFY1	NM_033108	chrY	-	20933699	20935604	20933820	20935504	2	20933699,20934991,	20934513,20935604,	20933699	20935604	1000
CXorf40A	NM_178124	chrX	+	148622518	148629876	148627176	148628508	5	148622518,148623563,148626913,148627147,148628284,	148622888,148623611,148627046,148627429,148629876,	148622518	148629876	1000
LOC102724238	NR_126048	chr9	+	42018870	42021260	42021260	42021260	2	42018870,42019358,	42019243,42021260,	42018870	42021260	1000
LOC102724238	NR_126048	chr9	-	46685781	46688171	46688171	46688171	2	46685781,46687798,	46687683,46688171,	46685781	46688171	1000
CDY1	NM_170723	chrY	-	26191939	26194161	26192212	26193835	1	26191939,	26194161,	26191939	26194161	1000
FOXD4L4	NM_199244	chr9	+	42718065	42719316	42718065	42719316	1	42718065,	42719316,	42718065	42719316	1000
MAGEA2B	NM_001321400	chrX	+	151883074	151887096	151885595	151886540	6	151883074,151883567,151884445,151885136,151885384,151885530,	151883171,151883646,151884565,151885234,151885450,151887096,	151883074	151887096	1000
MAGEA2B	NM_001321400	chrX	-	151918386	151922408	151918942	151919887	6	151918386,151920032,151920248,151920917,151921836,151922311,	151919952,151920098,151920346,151921037,151921915,151922408,	151918386	151922408	1000
CENPVL1	NM_001355277	chrX	-	51424145	51425764	51424945	51425764	1	51424145,	51425764,	51424145	51425764	1000
CENPVL2	NM_001355278	chrX	-	51424145	51425764	51424945	51425764	1	51424145,	51425764,	51424145	51425764	1000
CENPVL1	NM_001355277	chrX	+	51453607	51455226	51453607	51454426	1	51453607,	51455226,	51453607	51455226	1000
CENPVL2	NM_001355278	chrX	+	51453607	51455226	51453607	51454426	1	51453607,	51455226,	51453607	51455226	1000
XAGE1B	NM_001097604	chrX	-	52528159	52533303	52528246	52531609	4	52528159,52530859,52531513,52533061,	52528269,52530986,52531655,52533303,	52528159	52533303	1000
XAGE1B	NM_001097604	chrX	-	52541053	52546197	52541140	52544503	4	52541053,52543753,52544407,52545955,	52541163,52543880,52544549,52546197,	52541053	52546197	1000
ARL17B	NM_001039083	chr17	+	43580624	43581003	43580624	43580901	1	43580624,	43581003,	43580624	43581003	1000
ARL17B	NM_001039083	chr17	-	44416763	44439153	44416865	44435763	4	44416763,44430185,44435615,44439041,	44417140,44430296,44435780,44439153,	44416763	44439153	1000
ARL17B	NM_001039083	chr17	-	44634619	44657078	44634721	44653688	4	44634619,44648124,44653540,44656966,	44634996,44648235,44653705,44657078,	44634619	44657078	1000
DMRTC1B	NM_001080851	chrX	+	72064875	72068636	72064969	72068209	6	72064875,72065332,72065705,72066718,72066963,72068096,	72065033,72065391,72065839,72066779,72067111,72068636,	72064875	72068636	1000
DMRTC1B	NM_001080851	chrX	-	72091858	72095622	72092285	72095528	6	72091858,72093383,72093715,72094658,72095106,72095464,	72092398,72093531,72093776,72094792,72095165,72095622,	72091858	72095622	1000
GSTT2B	NM_001080843	chr22	-	24299600	24303368	24299909	24303318	5	24299600,24300471,24300737,24302480,24303206,	24300119,24300645,24300888,24302568,24303368,	24299600	24303368	1000
GSTT2B	NM_001080843	chr22	+	24322338	24326106	24322388	24325797	5	24322338,24323138,24324818,24325061,24325587,	24322500,24323226,24324969,24325235,24326106,	24322338	24326106	1000
RSPH10B2	NM_001099697	chr7	-	5965776	6010314	5965998	6006747	21	5965776,5967826,5972412,5974650,5977388,5978352,5982954,5983541,5984694,5987850,5990925,5992705,5995635,5997537,5998623,6000321,6004132,6005267,6006493,6006948,6010248,	5966179,5968025,5972506,5974779,5977532,5978460,5983103,5983621,5984809,5988040,5991047,5992850,5995812,5997658,5998709,6000495,6004201,6005343,6006832,6007068,6010314,	5965776	6010314	1000
EIF3C	NM_001037808	chr16	-	28390902	28415209	28391118	28414939	22	28390902,28391296,28391612,28391788,28391952,28394438,28399378,28399828,28401611,28401840,28402160,28403072,28403300,28403355,28411191,28411697,28411935,28412179,28412527,28412859,28414838,28415058,	28391201,28391459,28391700,28391854,28392112,28394802,28399603,28400019,28401705,28401966,28402302,28403176,28403352,28403463,28411319,28411807,28411990,28412305,28412717,28412925,28414969,28415209,	28390902	28415209	1000
EIF3C	NM_001037808	chr16	+	28722737	28747050	28723007	28746834	21	28722737,28722977,28725021,28725229,28725641,28725956,28726139,28726627,28734484,28734768,28735642,28735978,28736239,28737925,28738341,28743149,28745840,28746098,28746252,28746493,28746751,	28722888,28723108,28725087,28725419,28725767,28726011,28726249,28726755,28734644,28734872,28735784,28736104,28736333,28738116,28738566,28743513,28746000,28746164,28746340,28746656,28747050,	28722737	28747050	1000
CFC1B	NM_001079530	chr2	+	131278666	131285565	131279057	131285468	6	131278666,131279385,131279529,131280362,131280741,131285268,	131279080,131279435,131279703,131280477,131280851,131285565,	131278666	131285565	1000
CFC1B	NM_001079530	chr2	-	131350352	131357251	131350449	131356860	6	131350352,131355066,131355440,131356214,131356482,131356837,	131350649,131355176,131355555,131356388,131356532,131357251,	131350352	131357251	1000
XAGE1A	NM_001097596	chrX	+	52238962	52243953	52240503	52241224	4	52238962,52240457,52241126,52243843,	52239051,52240615,52241253,52243953,	52238962	52243953	1000
XAGE1A	NM_001097596	chrX	-	52255219	52260210	52257948	52258669	4	52255219,52257919,52258557,52260121,	52255329,52258046,52258715,52260210,	52255219	52260210	1000
XAGE1B	NM_001097605	chrX	-	52255219	52260210	52257948	52258669	4	52255219,52257919,52258557,52260121,	52255329,52258046,52258715,52260210,	52255219	52260210	1000
XAGE1B	NM_001097605	chrX	+	52511913	52516904	52513454	52514175	4	52511913,52513408,52514077,52516794,	52512002,52513566,52514204,52516904,	52511913	52516904	1000
MAGEA9B	NM_001080790	chrX	-	148663308	148669116	148663887	148664835	4	148663308,148664975,148665202,148669050,	148664900,148665044,148665289,148669116,	148663308	148669116	1000
MAGEA9B	NM_001080790	chrX	+	148863592	148869399	148867872	148868820	4	148863592,148867418,148867663,148867807,	148863658,148867505,148867732,148869399,	148863592	148869399	1000
OR2A1	NM_001005287	chr7	-	143929003	143929936	143929003	143929936	1	143929003,	143929936,	143929003	143929936	1000
OR2A1	NM_001005287	chr7	+	144015217	144016150	144015217	144016150	1	144015217,	144016150,	144015217	144016150	1000
OR4F16	NM_001005277	chr1	+	367658	368597	367658	368597	1	367658,	368597,	367658	368597	1000
OR4F16	NM_001005277	chr1	-	621095	622034	621095	622034	1	621095,	622034,	621095	622034	1000
OR4F16	NM_001005277	chr5	+	180794287	180795226	180794287	180795226	1	180794287,	180795226,	180794287	180795226	1000
OR4F3	NM_001005224	chr1	+	367658	368597	367658	368597	1	367658,	368597,	367658	368597	1000
OR4F3	NM_001005224	chr1	-	621095	622034	621095	622034	1	621095,	622034,	621095	622034	1000
OR4F3	NM_001005224	chr5	+	180794287	180795226	180794287	180795226	1	180794287,	180795226,	180794287	180795226	1000
OR4F29	NM_001005221	chr1	+	367658	368597	367658	368597	1	367658,	368597,	367658	368597	1000
OR4F29	NM_001005221	chr1	-	621095	622034	621095	622034	1	621095,	622034,	621095	622034	1000
OR4F29	NM_001005221	chr5	+	180794287	180795226	180794287	180795226	1	180794287,	180795226,	180794287	180795226	1000
HIST2H2AA4	NM_001040874	chr1	-	149813784	149814318	149813872	149814265	1	149813784,	149814318,	149813784	149814318	1000
HIST2H2AA4	NM_001040874	chr1	+	149822627	149823161	149822680	149823073	1	149822627,	149823161,	149822627	149823161	1000
DEFB107B	NM_001040705	chr8	+	7353367	7366833	7353455	7366745	2	7353367,7366602,	7353525,7366833,	7353367	7366833	1000
DEFB107B	NM_001040705	chr8	-	7669241	7673238	7669329	7673150	2	7669241,7673080,	7669472,7673238,	7669241	7673238	1000
SSX4B	NM_001040612	chrX	+	48242956	48252785	48243494	48252224	7	48242956,48243474,48244002,48244793,48246752,48251310,48252197,	48243005,48243563,48244117,48244889,48246802,48251415,48252785,	48242956	48252785	1000
SSX4B	NM_001040612	chrX	-	48261523	48271355	48262084	48270814	7	48261523,48262893,48267507,48269420,48270192,48270745,48271306,	48262111,48262998,48267557,48269516,48270307,48270834,48271355,	48261523	48271355	1000
OR2A42	NM_001001802	chr7	-	143929003	143929936	143929003	143929936	1	143929003,	143929936,	143929003	143929936	1000
OR2A42	NM_001001802	chr7	+	144015217	144016150	144015217	144016150	1	144015217,	144016150,	144015217	144016150	1000
RGPD6	NM_001037866	chr2	+	110550334	110590596	110552042	110590540	20	110550334,110551741,110559359,110561008,110561555,110565750,110566326,110571036,110577272,110579481,110581798,110582063,110582406,110583452,110583877,110584277,110585368,110585641,110588893,110590427,	110550566,110552114,110559427,110561120,110561708,110565981,110566472,110571232,110577360,110579691,110581980,110582239,110582530,110583611,110584015,110584424,110585548,110585725,110589029,110590596,	110550334	110590596	1000
RGPD6	NM_001037866	chr2	-	111296064	111336309	111296120	111334601	20	111296064,111297631,111300935,111301112,111302236,111302645,111303049,111304130,111304421,111304680,111306969,111309300,111315428,111320188,111320679,111324952,111325540,111327233,111334529,111336077,	111296233,111297767,111301019,111301292,111302383,111302783,111303208,111304254,111304597,111304862,111307179,111309388,111315624,111320334,111320910,111325105,111325652,111327301,111334902,111336309,	111296064	111336309	1000
